epoch,step,loss,eval_loss,eval_chrfpp,eval_bleu
1.0,2075,12.267157379518073,1.91587495803833,1.7971300175873846,0.009312350629114036
2.0,4150,1.9711579913403614,1.5634585618972778,2.2457434100531084,0.015113135798159483
3.0,6225,1.2259618552334337,0.6013332009315491,17.492813941366755,2.5987893023920625
4.0,8300,0.8620427804969879,0.53462815284729,19.636281546661706,3.458315235894097
5.0,10375,0.7712128200301205,0.5009147524833679,21.013949924642393,4.196245831984509
6.0,12450,0.718162062311747,0.4781433045864105,21.75992564662729,4.550077113947893
7.0,14525,0.680517813441265,0.46101996302604675,22.47267864194048,4.913828529660277
8.0,16600,0.6504143331137048,0.44561970233917236,23.28155712972988,5.396799304569727
9.0,18675,0.6272898625753012,0.43415141105651855,23.992134747785133,5.803288812331105
10.0,20750,0.6078112057605422,0.42320963740348816,24.5831363014798,6.142756029111358
11.0,22825,0.5910029179216868,0.41551530361175537,25.26101586000283,6.534036967354987
12.0,24900,0.576033156061747,0.40849995613098145,25.67990562739824,6.778829116483113
13.0,26975,0.5643512330572289,0.40112021565437317,25.993321951577126,6.977392431758317
14.0,29050,0.5538497740963856,0.39704495668411255,26.364666190683998,7.190985389144981
15.0,31125,0.5440766778049699,0.39241552352905273,26.6100087338251,7.36470423595786
16.0,33200,0.5360383330195783,0.38694339990615845,26.862071720894974,7.517090697136273
17.0,35275,0.5287874152861446,0.3835005462169647,26.977515169897952,7.626548969278333
18.0,37350,0.5220783720820783,0.3804951012134552,27.26962361929044,7.803014098620131
19.0,39425,0.5166988657756024,0.37752965092658997,27.407752661564714,7.89411432758834
20.0,41500,0.5105554052146084,0.37532564997673035,27.56184235746287,8.00055905815239
21.0,43575,0.5062982398343373,0.37248486280441284,27.6853270444536,8.093626472716549
22.0,45650,0.5022112669427711,0.3705810010433197,27.74661241818045,8.146810740480085
23.0,47725,0.49935488045933735,0.36880484223365784,27.87319538961969,8.230075237194448
24.0,49800,0.49573077466114457,0.36803755164146423,27.98111081788937,8.284595186998201
25.0,51875,0.49333119587725904,0.36677077412605286,28.07780240659082,8.354717902950757
26.0,53950,0.4906157050075301,0.3658045530319214,28.138475685555893,8.401832923294192
27.0,56025,0.4893786179875753,0.3648436665534973,28.158494097573904,8.3917620809492
28.0,58100,0.4886996423192771,0.364301860332489,28.172261782532637,8.412977675405145
29.0,60175,0.4871751164815512,0.36438044905662537,28.243869653468117,8.453095375616321
30.0,62250,0.48692256330007533,0.3642587661743164,28.238828913268303,8.445209578764686
