epoch,step,loss,eval_loss,eval_chrfpp,eval_bleu
1.0,1038,3.145614594623073,1.0365774631500244,3.362582305526956,0.15487274219886565
2.0,2076,1.1292221275138488,0.9766800999641418,3.876450595823374,0.3389112903198028
3.0,3114,1.0745461524566473,0.9406833052635193,4.284246113348228,0.44538536573564314
4.0,4152,1.0395142071968329,0.9132530689239502,5.25386579293769,0.6181040562315466
5.0,5190,1.011980060437741,0.8904139995574951,5.624611306539368,0.7103456227476699
6.0,6228,0.9898561687138728,0.8718245625495911,6.230526611185438,0.8705634058634986
7.0,7266,0.9716315885040342,0.8551130294799805,6.22292479108025,0.8728626416381874
8.0,8304,0.9554015878078336,0.8411827087402344,6.634318108327572,0.9794432681409534
9.0,9342,0.9418257343975794,0.82829749584198,6.486922157506568,0.970601290830903
10.0,10380,0.9298962425864041,0.817287802696228,6.68457389326108,1.0191294095356171
11.0,11418,0.9194955109171785,0.8078412413597107,6.858042800139949,1.078468615907874
12.0,12456,0.909726299072736,0.7982544302940369,6.957137301018329,1.104029383333534
13.0,13494,0.9009400590077071,0.7895034551620483,7.114932087187903,1.127772536125133
14.0,14532,0.8931772456233442,0.7820420265197754,7.231314264405195,1.159696169267707
15.0,15570,0.8854446558134634,0.7757135629653931,7.336909359688029,1.1563614038375425
16.0,16608,0.8793239703757225,0.7693397402763367,7.463688990298377,1.1822495259149146
17.0,17646,0.8737875877777276,0.7636461853981018,7.5234363579463555,1.1955179217783167
18.0,18684,0.8686731592079119,0.758841335773468,7.650969232915697,1.2112803782316692
19.0,19722,0.8638804882248013,0.7543512582778931,7.787773952855308,1.2699757893066388
20.0,20760,0.8594963059030286,0.7502797842025757,7.884507008783102,1.284047429232804
21.0,21798,0.8551498148482659,0.7465048432350159,7.95478912179518,1.295346547632624
22.0,22836,0.851809345458514,0.7434766888618469,8.01498608418899,1.3157359627462004
23.0,23874,0.8489889685129155,0.7406271696090698,8.089404683472809,1.329730835344397
24.0,24912,0.8463276475380841,0.7382250428199768,8.14977038306842,1.331098433886937
25.0,25950,0.8443923979595677,0.7362468838691711,8.21724482663206,1.3684068395384044
26.0,26988,0.842716988800578,0.7346166372299194,8.197800339756805,1.3508768284249997
27.0,28026,0.8409622574587549,0.7333933711051941,8.240959743086943,1.3752839130068542
28.0,29064,0.840117055786368,0.7324811220169067,8.251828788169702,1.360275652417248
29.0,30102,0.8392362208724711,0.7319985628128052,8.256615843387936,1.3540373327548174
30.0,31140,0.8388580145863439,0.7318577170372009,8.238866560853564,1.3306190706558396
