epoch,step,loss,eval_loss,eval_chrfpp,eval_bleu
1.0,1038,3.441140235503974,1.2989139556884766,3.3854290799291467,0.032069655363159436
2.0,2076,1.378733258256563,1.1521092653274536,3.4640253862457975,0.024116845043836432
3.0,3114,1.2568992070839355,1.0567082166671753,7.996034594637321,0.6695445650041618
4.0,4152,1.17258366638066,0.9840712547302246,8.579952294736627,0.720310999704389
5.0,5190,1.1050567920956769,0.9243760108947754,9.32104196489832,0.7983896769307214
6.0,6228,1.0500003763246628,0.877173900604248,10.011755427724998,0.8729572100158782
7.0,7266,1.0044347509483382,0.8373875021934509,10.720816353048912,0.9836148229564178
8.0,8304,0.9647967094171483,0.8039590716362,11.277902482092617,1.064888764901194
9.0,9342,0.9306314868963752,0.7740476727485657,11.799831882178285,1.1783624514574444
10.0,10380,0.9009041317625542,0.748923659324646,12.273152605182503,1.2900655698832566
11.0,11418,0.8741890791523663,0.7269600033760071,12.770410149250733,1.3932323064191445
12.0,12456,0.8508247272587006,0.7071607112884521,13.266088650652726,1.48096192794923
13.0,13494,0.8292593836554673,0.6893219947814941,13.49919403370689,1.5330196373571225
14.0,14532,0.8105860950859526,0.6733018755912781,13.660369388777955,1.5579698051549733
15.0,15570,0.79367659317046,0.6601551175117493,14.076862180835953,1.6502807829149244
16.0,16608,0.7784963030805937,0.6474175453186035,14.271273556636169,1.6727713387871184
17.0,17646,0.7647787399144991,0.6369470953941345,14.72115170556496,1.7874331604787446
18.0,18684,0.7523242751986994,0.6270946264266968,14.971462261651899,1.8582098389073678
19.0,19722,0.7416505317467486,0.618507444858551,15.2050814255064,1.9063505916283177
20.0,20760,0.7315980767928107,0.610966145992279,15.436149304065339,1.9603234291033118
21.0,21798,0.722962778198007,0.6039454936981201,15.61248468444633,1.9820230062314446
22.0,22836,0.7156380302414499,0.5987722873687744,15.663783666380516,2.0243262100115254
23.0,23874,0.709015304183225,0.5936423540115356,15.820343672692779,2.038643823732054
24.0,24912,0.7039116949474651,0.5894429683685303,15.991342118347237,2.090421684864806
25.0,25950,0.6985614754561055,0.585578441619873,16.00989208596342,2.0883410045327375
26.0,26988,0.6940093582535525,0.583488941192627,16.147680680834824,2.114512188514863
27.0,28026,0.6911943909749819,0.5811394453048706,16.225040467865142,2.14308475654227
28.0,29064,0.6888493003183707,0.5793454647064209,16.20994323585363,2.1495081642114684
29.0,30102,0.6873562910193882,0.5784618258476257,16.232994577079612,2.1499659769191597
30.0,31140,0.6863540326010056,0.578289270401001,16.244761396583712,2.1497883217355107
