epoch,step,loss,eval_loss,eval_chrfpp,eval_bleu
1.0,2075,5.83054546310241,0.36565589904785156,3.4620635834735687,0.02679603498614613
2.0,4150,0.24453747117375754,0.08759909123182297,41.500045662055555,20.42739187299283
3.0,6225,0.13231883589043675,0.07187873870134354,49.19065878137624,28.429413576397106
4.0,8300,0.524019437123494,0.06851330399513245,51.32341493153799,30.788566501730443
5.0,10375,0.10312287479998117,0.062189821153879166,54.99335523698349,35.19815612492895
6.0,12450,0.09271818965314382,0.057592447847127914,57.81094996664549,38.673173328564786
7.0,14525,0.08482257888977786,0.05474017187952995,59.8117996808399,41.16246586457253
8.0,16600,0.07845289850809488,0.05210786312818527,61.98369393344345,43.868926181876574
9.0,18675,0.07374517601656627,0.04989904910326004,63.419423102698005,45.76238942955805
10.0,20750,0.06964171627917921,0.048180755227804184,64.77982846392241,47.51009566615671
11.0,22825,0.06626018478209714,0.04691852629184723,65.80763722019259,48.89152506786313
12.0,24900,0.06339396649096385,0.04552455246448517,66.7000910151457,50.251606088888366
13.0,26975,0.06097745964326054,0.04481140524148941,67.48118130036254,51.253061773741585
14.0,29050,0.058712713402437874,0.04379528388381004,68.1610722734693,52.2109586750329
15.0,31125,0.05659731577677899,0.043269041925668716,68.66099310315008,52.7026737517434
16.0,33200,0.054837789880224024,0.04244346171617508,69.18905701682647,53.484216492171356
17.0,35275,0.05313643857657191,0.04214390367269516,69.55733692350846,53.95472699475978
18.0,37350,0.052037618246423195,0.04160070791840553,69.81980838015318,54.34753605879328
19.0,39425,0.05060297954513366,0.04114636778831482,70.25513173756057,54.95098523433237
20.0,41500,0.04956110942794616,0.040880728513002396,70.59087569841952,55.36055648585379
21.0,43575,0.04849403840949736,0.04054515063762665,70.87801829516089,55.71978012692927
22.0,45650,0.04784948877541416,0.040321823209524155,71.16816141887774,56.1232340042316
23.0,47725,0.047028334284403235,0.040303681045770645,71.28185689672662,56.32047695360294
24.0,49800,0.04631289562547063,0.04000828415155411,71.30339700316839,56.39488757185833
25.0,51875,0.04602276905473456,0.03983847424387932,71.56253754211541,56.710314756308264
26.0,53950,0.04540961208113705,0.03975461795926094,71.54909142131746,56.74936690399046
27.0,56025,0.04499882709549134,0.039668306708335876,71.73831162155668,56.994821534295234
28.0,58100,0.04479898108057229,0.039540845900774,71.68765421894715,56.88557235325948
29.0,60175,0.044572827442582834,0.039500050246715546,71.72570341252094,56.916425261851664
30.0,62250,0.04436481154108622,0.03950999304652214,71.68981604458341,56.878024912853974
