epoch,step,loss,eval_loss,eval_chrfpp,eval_bleu
1.0,2075,12.623328313253012,0.6620615124702454,4.780832259839709,0.0053155869210443196
2.0,4150,0.6647163262424699,0.4887828826904297,4.651489874883695,0.00639310501188802
3.0,6225,0.4984942700489458,0.38693299889564514,2.876586589126231,0.05657144628673584
4.0,8300,0.37425884200865966,0.17429228127002716,15.177699371822484,2.2040677788602308
5.0,10375,0.24644691559205573,0.1415967494249344,25.171336185633038,7.323513194111832
6.0,12450,0.20612865034356176,0.12617388367652893,30.50937142126226,10.580586187062083
7.0,14525,0.1852982045368976,0.1155318170785904,34.61748474999562,14.12102351353606
8.0,16600,0.17039883165474398,0.1080208346247673,37.78417727103543,16.76840290236437
9.0,18675,0.1595391478021461,0.10202649235725403,40.329520948925804,19.077644184167628
10.0,20750,0.1511087955336973,0.09737039357423782,42.49765288642649,21.20561102119178
11.0,22825,0.1444465361445783,0.09415464848279953,44.391893539630374,22.90996143233018
12.0,24900,0.13868503800357682,0.09077059477567673,45.78448351486273,24.53685757104704
13.0,26975,0.13339930522872742,0.08852068334817886,47.12725756388076,25.768524159330276
14.0,29050,0.12927054899284637,0.08632877469062805,48.06997802525142,26.84933759975151
15.0,31125,0.12608586690512047,0.08465878665447235,48.918407521870385,27.641589317514928
16.0,33200,0.12291710543345256,0.08287294209003448,49.442208289077,28.288022948656153
17.0,35275,0.12030769072383284,0.08173185586929321,50.230578815923764,29.01105248188264
18.0,37350,0.11811271207878389,0.08044497668743134,50.66797657694371,29.553336554683845
19.0,39425,0.11585686005741717,0.07941026985645294,51.264067672413404,30.15956318086309
20.0,41500,0.114060448336314,0.07851476967334747,51.72010296042354,30.769122160389728
21.0,43575,0.1124377882624247,0.07773321121931076,52.15286073473617,31.292109638733802
22.0,45650,0.11109676498964609,0.07721348851919174,52.571164462513785,31.731462214321116
23.0,47725,0.10993627341396837,0.07653611898422241,52.88438445813364,32.042670058664974
24.0,49800,0.10907096403190888,0.07605142891407013,52.99490607648285,32.18133198564862
25.0,51875,0.10812930922910391,0.07569415867328644,53.28444733575066,32.53313383504172
26.0,53950,0.10727480968797064,0.0754295140504837,53.43067717948355,32.710875747524774
27.0,56025,0.10701872676251882,0.07509616762399673,53.66620620275745,33.058313567049275
28.0,58100,0.10677265948559865,0.0749097689986229,53.73713096199464,33.09300562594359
29.0,60175,0.10616945565464984,0.0748346745967865,53.7319332983208,33.142622951022695
30.0,62250,0.10624691882765437,0.07477783411741257,53.78492041470827,33.19248707426086
