epoch,step,loss,eval_loss,eval_chrfpp,eval_bleu
1.0,1038,2.3726256265805636,0.37844303250312805,6.0620561474990655,0.03987800340848831
2.0,2076,0.3834641590743166,0.29812347888946533,8.859877001599001,0.24183790934082633
3.0,3114,0.33119513304017645,0.2692054510116577,10.72757781775008,0.6614596471340946
4.0,4152,0.30356790472776674,0.24786165356636047,13.194522319031114,1.0967033109146405
5.0,5190,0.28261458850779747,0.22993408143520355,15.263212007004693,2.0942220351383405
6.0,6228,0.2648423329024416,0.21432434022426605,17.75978679992112,3.3190505158041437
7.0,7266,0.24908538406754274,0.19999799132347107,20.379518653804976,4.59984626800276
8.0,8304,0.23551671904635568,0.18779979646205902,23.21880724998429,6.446207949746098
9.0,9342,0.22352134101882376,0.17753662168979645,25.348370026956612,8.092611400782157
10.0,10380,0.21288356891257226,0.1692722886800766,27.50184387583762,9.462624487811157
11.0,11418,0.20390100791504848,0.1615321934223175,29.58794511615791,10.892373435420957
12.0,12456,0.19588111774540132,0.15509402751922607,31.70142870365511,12.430501542843029
13.0,13494,0.1889858944108261,0.14953653514385223,33.06648425477333,13.473178630472121
14.0,14532,0.18237359078173923,0.1445930004119873,34.470043372743824,14.750712906875021
15.0,15570,0.17695486844160194,0.14036744832992554,35.72747447030133,15.865079776459197
16.0,16608,0.17177539156581165,0.13684046268463135,37.04683902730496,17.151512354167835
17.0,17646,0.167713466636937,0.1336798220872879,37.98055692102906,17.948954459225956
18.0,18684,0.16399139521898332,0.1308714747428894,38.91096222610847,18.747483826137145
19.0,19722,0.160623906894456,0.12859004735946655,39.7791909997702,19.583094809744097
20.0,20760,0.1576444151773618,0.1264742612838745,40.48965892324201,20.19560421574017
21.0,21798,0.15506416570703876,0.12458068877458572,41.12932497598909,20.762500944345184
22.0,22836,0.15269668667302655,0.12301944941282272,41.702360068747396,21.251662973805043
23.0,23874,0.15087678942377167,0.12163010984659195,42.02969100543496,21.578366283731295
24.0,24912,0.14913023138321893,0.12055535614490509,42.479563183276376,21.97753986649954
25.0,25950,0.14782173877047206,0.11957135796546936,42.74151735569268,22.18771724214593
26.0,26988,0.14667146421811025,0.11881863325834274,43.08822205591287,22.55588752236575
27.0,28026,0.1454136137328396,0.11828849464654922,43.33420658456029,22.79646730952166
28.0,29064,0.14496177423436749,0.11785399913787842,43.519555476390984,23.01457587962156
29.0,30102,0.14423477672657756,0.11759115010499954,43.604748407871895,23.057298568034888
30.0,31140,0.14428712407518215,0.11751306056976318,43.72016294627974,23.186363160586485
